userId,recommendations
110,"[Row(movieId=1352, rating=6.0676655769348145), Row(movieId=65037, rating=6.028081893920898), Row(movieId=8530, rating=5.989339351654053), Row(movieId=76173, rating=5.913706302642822), Row(movieId=31435, rating=5.881775856018066), Row(movieId=106438, rating=5.786022186279297), Row(movieId=3015, rating=5.763573169708252), Row(movieId=9010, rating=5.7592902183532715), Row(movieId=85179, rating=5.742709636688232), Row(movieId=4357, rating=5.739686012268066)]"
111,"[Row(movieId=83411, rating=4.871486186981201), Row(movieId=83359, rating=4.871486186981201), Row(movieId=83318, rating=4.871486186981201), Row(movieId=67504, rating=4.871486186981201), Row(movieId=2330, rating=4.786447048187256), Row(movieId=8535, rating=4.6918625831604), Row(movieId=3216, rating=4.6714863777160645), Row(movieId=4357, rating=4.553372859954834), Row(movieId=54328, rating=4.552680015563965), Row(movieId=132333, rating=4.493877410888672)]"
112,"[Row(movieId=83411, rating=6.516317844390869), Row(movieId=83359, rating=6.516317844390869), Row(movieId=83318, rating=6.516317844390869), Row(movieId=67504, rating=6.516317844390869), Row(movieId=3973, rating=6.368099212646484), Row(movieId=2563, rating=6.141366958618164), Row(movieId=68073, rating=6.076419353485107), Row(movieId=4518, rating=6.044304370880127), Row(movieId=132333, rating=5.95787239074707), Row(movieId=5490, rating=5.95787239074707)]"
113,"[Row(movieId=83411, rating=6.756601333618164), Row(movieId=83359, rating=6.756601333618164), Row(movieId=83318, rating=6.756601333618164), Row(movieId=67504, rating=6.756601333618164), Row(movieId=68073, rating=6.3830413818359375), Row(movieId=2626, rating=6.299269199371338), Row(movieId=3973, rating=6.259791851043701), Row(movieId=2351, rating=6.201479911804199), Row(movieId=123, rating=6.174461364746094), Row(movieId=1192, rating=6.17363166809082)]"
114,"[Row(movieId=83411, rating=5.9846577644348145), Row(movieId=83359, rating=5.9846577644348145), Row(movieId=83318, rating=5.9846577644348145), Row(movieId=67504, rating=5.9846577644348145), Row(movieId=89904, rating=5.8908257484436035), Row(movieId=106920, rating=5.470457553863525), Row(movieId=74946, rating=5.417313098907471), Row(movieId=72647, rating=5.386191368103027), Row(movieId=31547, rating=5.386191368103027), Row(movieId=26400, rating=5.386191368103027)]"
115,"[Row(movieId=83411, rating=5.790756702423096), Row(movieId=83359, rating=5.790756702423096), Row(movieId=83318, rating=5.790756702423096), Row(movieId=67504, rating=5.790756702423096), Row(movieId=2563, rating=5.661624908447266), Row(movieId=132333, rating=5.339765548706055), Row(movieId=5490, rating=5.339765548706055), Row(movieId=4518, rating=5.29565954208374), Row(movieId=3973, rating=5.250605583190918), Row(movieId=6375, rating=5.238316059112549)]"
116,"[Row(movieId=26084, rating=5.079248905181885), Row(movieId=89904, rating=5.0262274742126465), Row(movieId=1194, rating=4.89064884185791), Row(movieId=40414, rating=4.7801008224487305), Row(movieId=4993, rating=4.7637128829956055), Row(movieId=5952, rating=4.751809597015381), Row(movieId=3015, rating=4.697902202606201), Row(movieId=7153, rating=4.6532979011535645), Row(movieId=7451, rating=4.638629913330078), Row(movieId=83411, rating=4.60707426071167)]"
117,"[Row(movieId=83411, rating=5.462310791015625), Row(movieId=83359, rating=5.462310791015625), Row(movieId=83318, rating=5.462310791015625), Row(movieId=67504, rating=5.462310791015625), Row(movieId=80, rating=5.140588760375977), Row(movieId=759, rating=5.020815372467041), Row(movieId=1131, rating=5.000669002532959), Row(movieId=72647, rating=4.916079998016357), Row(movieId=31547, rating=4.916079998016357), Row(movieId=26400, rating=4.916079998016357)]"
118,"[Row(movieId=83411, rating=6.039684295654297), Row(movieId=83359, rating=6.039684295654297), Row(movieId=83318, rating=6.039684295654297), Row(movieId=67504, rating=6.039684295654297), Row(movieId=72647, rating=5.435716152191162), Row(movieId=31547, rating=5.435716152191162), Row(movieId=26400, rating=5.435716152191162), Row(movieId=25764, rating=5.435716152191162), Row(movieId=8797, rating=5.435716152191162), Row(movieId=8609, rating=5.435716152191162)]"
119,"[Row(movieId=83411, rating=5.797750473022461), Row(movieId=83359, rating=5.797750473022461), Row(movieId=83318, rating=5.797750473022461), Row(movieId=67504, rating=5.797750473022461), Row(movieId=72647, rating=5.217975616455078), Row(movieId=31547, rating=5.217975616455078), Row(movieId=26400, rating=5.217975616455078), Row(movieId=25764, rating=5.217975616455078), Row(movieId=8797, rating=5.217975616455078), Row(movieId=8609, rating=5.217975616455078)]"
120,"[Row(movieId=2563, rating=4.964349746704102), Row(movieId=83411, rating=4.908243656158447), Row(movieId=83359, rating=4.908243656158447), Row(movieId=83318, rating=4.908243656158447), Row(movieId=67504, rating=4.908243656158447), Row(movieId=4518, rating=4.589437484741211), Row(movieId=501, rating=4.545481204986572), Row(movieId=3973, rating=4.525859355926514), Row(movieId=1411, rating=4.519845485687256), Row(movieId=100556, rating=4.497519016265869)]"
121,"[Row(movieId=83411, rating=6.040356159210205), Row(movieId=83359, rating=6.040356159210205), Row(movieId=83318, rating=6.040356159210205), Row(movieId=67504, rating=6.040356159210205), Row(movieId=26472, rating=5.445037841796875), Row(movieId=72647, rating=5.43632173538208), Row(movieId=31547, rating=5.43632173538208), Row(movieId=26400, rating=5.43632173538208), Row(movieId=25764, rating=5.43632173538208), Row(movieId=8797, rating=5.43632173538208)]"
122,"[Row(movieId=83411, rating=4.123193264007568), Row(movieId=83359, rating=4.123193264007568), Row(movieId=83318, rating=4.123193264007568), Row(movieId=67504, rating=4.123193264007568), Row(movieId=2563, rating=4.0910515785217285), Row(movieId=26472, rating=3.9687325954437256), Row(movieId=5301, rating=3.9403610229492188), Row(movieId=178, rating=3.905425786972046), Row(movieId=1948, rating=3.882312774658203), Row(movieId=3973, rating=3.87035870552063)]"
123,"[Row(movieId=83411, rating=5.790369987487793), Row(movieId=83359, rating=5.790369987487793), Row(movieId=83318, rating=5.790369987487793), Row(movieId=67504, rating=5.790369987487793), Row(movieId=3503, rating=5.48028039932251), Row(movieId=7087, rating=5.453465461730957), Row(movieId=1293, rating=5.335087776184082), Row(movieId=3038, rating=5.302708148956299), Row(movieId=3216, rating=5.276716709136963), Row(movieId=3007, rating=5.244107723236084)]"
124,"[Row(movieId=83411, rating=5.457062244415283), Row(movieId=83359, rating=5.457062244415283), Row(movieId=83318, rating=5.457062244415283), Row(movieId=67504, rating=5.457062244415283), Row(movieId=72647, rating=4.911355972290039), Row(movieId=31547, rating=4.911355972290039), Row(movieId=26400, rating=4.911355972290039), Row(movieId=25764, rating=4.911355972290039), Row(movieId=8797, rating=4.911355972290039), Row(movieId=8609, rating=4.911355972290039)]"
125,"[Row(movieId=83411, rating=6.097713470458984), Row(movieId=83359, rating=6.097713470458984), Row(movieId=83318, rating=6.097713470458984), Row(movieId=67504, rating=6.097713470458984), Row(movieId=72647, rating=5.487942695617676), Row(movieId=31547, rating=5.487942695617676), Row(movieId=26400, rating=5.487942695617676), Row(movieId=25764, rating=5.487942695617676), Row(movieId=8797, rating=5.487942695617676), Row(movieId=8609, rating=5.487942695617676)]"
126,"[Row(movieId=83411, rating=5.88818883895874), Row(movieId=83359, rating=5.88818883895874), Row(movieId=83318, rating=5.88818883895874), Row(movieId=67504, rating=5.88818883895874), Row(movieId=72647, rating=5.299370288848877), Row(movieId=31547, rating=5.299370288848877), Row(movieId=26400, rating=5.299370288848877), Row(movieId=25764, rating=5.299370288848877), Row(movieId=8797, rating=5.299370288848877), Row(movieId=8609, rating=5.299370288848877)]"
127,"[Row(movieId=8530, rating=5.712326526641846), Row(movieId=83411, rating=5.386183261871338), Row(movieId=83359, rating=5.386183261871338), Row(movieId=83318, rating=5.386183261871338), Row(movieId=67504, rating=5.386183261871338), Row(movieId=8580, rating=5.303620338439941), Row(movieId=4357, rating=5.24791145324707), Row(movieId=65037, rating=5.247006893157959), Row(movieId=68073, rating=5.246490478515625), Row(movieId=76173, rating=5.24016809463501)]"
128,"[Row(movieId=26084, rating=6.039196014404297), Row(movieId=83411, rating=5.6815619468688965), Row(movieId=83359, rating=5.6815619468688965), Row(movieId=83318, rating=5.6815619468688965), Row(movieId=67504, rating=5.6815619468688965), Row(movieId=65188, rating=5.441259384155273), Row(movieId=74946, rating=5.311964988708496), Row(movieId=3125, rating=5.289754867553711), Row(movieId=106920, rating=5.280655384063721), Row(movieId=2626, rating=5.248719215393066)]"
129,"[Row(movieId=83411, rating=5.1569504737854), Row(movieId=83359, rating=5.1569504737854), Row(movieId=83318, rating=5.1569504737854), Row(movieId=67504, rating=5.1569504737854), Row(movieId=26472, rating=4.808570384979248), Row(movieId=8530, rating=4.802546977996826), Row(movieId=54328, rating=4.746588230133057), Row(movieId=47728, rating=4.658979892730713), Row(movieId=25852, rating=4.658979892730713), Row(movieId=8121, rating=4.658979892730713)]"
130,"[Row(movieId=83411, rating=4.9660444259643555), Row(movieId=83359, rating=4.9660444259643555), Row(movieId=83318, rating=4.9660444259643555), Row(movieId=67504, rating=4.9660444259643555), Row(movieId=72647, rating=4.469439506530762), Row(movieId=31547, rating=4.469439506530762), Row(movieId=26400, rating=4.469439506530762), Row(movieId=25764, rating=4.469439506530762), Row(movieId=8797, rating=4.469439506530762), Row(movieId=8609, rating=4.469439506530762)]"
131,"[Row(movieId=83411, rating=5.839015483856201), Row(movieId=83359, rating=5.839015483856201), Row(movieId=83318, rating=5.839015483856201), Row(movieId=67504, rating=5.839015483856201), Row(movieId=72647, rating=5.255114555358887), Row(movieId=31547, rating=5.255114555358887), Row(movieId=26400, rating=5.255114555358887), Row(movieId=25764, rating=5.255114555358887), Row(movieId=8797, rating=5.255114555358887), Row(movieId=8609, rating=5.255114555358887)]"
132,"[Row(movieId=3216, rating=5.885311126708984), Row(movieId=83411, rating=5.820220470428467), Row(movieId=83359, rating=5.820220470428467), Row(movieId=83318, rating=5.820220470428467), Row(movieId=67504, rating=5.820220470428467), Row(movieId=97957, rating=5.627712726593018), Row(movieId=1361, rating=5.377712249755859), Row(movieId=3030, rating=5.248627662658691), Row(movieId=72647, rating=5.2381978034973145), Row(movieId=31547, rating=5.2381978034973145)]"
133,"[Row(movieId=107559, rating=5.029880046844482), Row(movieId=106441, rating=4.9129815101623535), Row(movieId=73290, rating=4.737341403961182), Row(movieId=63853, rating=4.305240154266357), Row(movieId=55167, rating=4.182763576507568), Row(movieId=102993, rating=4.169577121734619), Row(movieId=106438, rating=4.150644302368164), Row(movieId=64716, rating=3.977979898452759), Row(movieId=100714, rating=3.912655830383301), Row(movieId=1172, rating=3.891941785812378)]"
134,"[Row(movieId=83411, rating=5.660283088684082), Row(movieId=83359, rating=5.660283088684082), Row(movieId=83318, rating=5.660283088684082), Row(movieId=67504, rating=5.660283088684082), Row(movieId=3216, rating=5.470072269439697), Row(movieId=132333, rating=5.324051380157471), Row(movieId=5490, rating=5.324051380157471), Row(movieId=2563, rating=5.319039344787598), Row(movieId=6375, rating=5.229358196258545), Row(movieId=97957, rating=5.214369773864746)]"
135,"[Row(movieId=3067, rating=4.6429243087768555), Row(movieId=83411, rating=4.621433734893799), Row(movieId=83359, rating=4.621433734893799), Row(movieId=83318, rating=4.621433734893799), Row(movieId=67504, rating=4.621433734893799), Row(movieId=3676, rating=4.481534481048584), Row(movieId=162, rating=4.420977592468262), Row(movieId=3216, rating=4.395402908325195), Row(movieId=6971, rating=4.280308723449707), Row(movieId=2066, rating=4.274440765380859)]"
136,"[Row(movieId=83411, rating=5.220834255218506), Row(movieId=83359, rating=5.220834255218506), Row(movieId=83318, rating=5.220834255218506), Row(movieId=67504, rating=5.220834255218506), Row(movieId=65188, rating=5.079193592071533), Row(movieId=26084, rating=5.0219879150390625), Row(movieId=65037, rating=4.976228713989258), Row(movieId=9010, rating=4.905524253845215), Row(movieId=76173, rating=4.843942165374756), Row(movieId=31435, rating=4.837018966674805)]"
137,"[Row(movieId=3015, rating=5.5991411209106445), Row(movieId=89904, rating=5.3464274406433105), Row(movieId=2938, rating=5.318005084991455), Row(movieId=1194, rating=5.24840784072876), Row(movieId=83411, rating=5.247739791870117), Row(movieId=83359, rating=5.247739791870117), Row(movieId=83318, rating=5.247739791870117), Row(movieId=67504, rating=5.247739791870117), Row(movieId=106471, rating=5.230118751525879), Row(movieId=2810, rating=5.097625255584717)]"
138,"[Row(movieId=123, rating=5.1031107902526855), Row(movieId=2066, rating=4.828185081481934), Row(movieId=83411, rating=4.7056169509887695), Row(movieId=83359, rating=4.7056169509887695), Row(movieId=83318, rating=4.7056169509887695), Row(movieId=67504, rating=4.7056169509887695), Row(movieId=8751, rating=4.6436309814453125), Row(movieId=1218, rating=4.635346412658691), Row(movieId=1235, rating=4.625117301940918), Row(movieId=1859, rating=4.614965438842773)]"
139,"[Row(movieId=83411, rating=5.599564552307129), Row(movieId=83359, rating=5.599564552307129), Row(movieId=83318, rating=5.599564552307129), Row(movieId=67504, rating=5.599564552307129), Row(movieId=26084, rating=5.197107315063477), Row(movieId=72647, rating=5.039608478546143), Row(movieId=31547, rating=5.039608478546143), Row(movieId=26400, rating=5.039608478546143), Row(movieId=25764, rating=5.039608478546143), Row(movieId=8797, rating=5.039608478546143)]"
140,"[Row(movieId=3216, rating=5.174510478973389), Row(movieId=8530, rating=5.091552257537842), Row(movieId=1131, rating=5.041116237640381), Row(movieId=26974, rating=4.965688705444336), Row(movieId=73290, rating=4.944042205810547), Row(movieId=97957, rating=4.9352264404296875), Row(movieId=6063, rating=4.878367900848389), Row(movieId=90061, rating=4.771146774291992), Row(movieId=4755, rating=4.771146774291992), Row(movieId=64716, rating=4.766078472137451)]"
141,"[Row(movieId=1411, rating=4.437522888183594), Row(movieId=91104, rating=4.402029991149902), Row(movieId=2071, rating=4.3817267417907715), Row(movieId=8530, rating=4.374572277069092), Row(movieId=83411, rating=4.367647171020508), Row(movieId=83359, rating=4.367647171020508), Row(movieId=83318, rating=4.367647171020508), Row(movieId=67504, rating=4.367647171020508), Row(movieId=1957, rating=4.233189105987549), Row(movieId=2563, rating=4.230040550231934)]"
142,"[Row(movieId=83411, rating=4.5581254959106445), Row(movieId=83359, rating=4.5581254959106445), Row(movieId=83318, rating=4.5581254959106445), Row(movieId=67504, rating=4.5581254959106445), Row(movieId=7013, rating=4.109479904174805), Row(movieId=72647, rating=4.102313041687012), Row(movieId=31547, rating=4.102313041687012), Row(movieId=26400, rating=4.102313041687012), Row(movieId=25764, rating=4.102313041687012), Row(movieId=8797, rating=4.102313041687012)]"
143,"[Row(movieId=3216, rating=6.125617027282715), Row(movieId=97957, rating=5.870573043823242), Row(movieId=26974, rating=5.52430534362793), Row(movieId=4754, rating=5.433452606201172), Row(movieId=1361, rating=5.196045875549316), Row(movieId=6214, rating=5.056752681732178), Row(movieId=83411, rating=5.031998634338379), Row(movieId=83359, rating=5.031998634338379), Row(movieId=83318, rating=5.031998634338379), Row(movieId=67504, rating=5.031998634338379)]"
144,"[Row(movieId=2938, rating=5.149098873138428), Row(movieId=83411, rating=5.002508163452148), Row(movieId=83359, rating=5.002508163452148), Row(movieId=83318, rating=5.002508163452148), Row(movieId=67504, rating=5.002508163452148), Row(movieId=100556, rating=4.651105880737305), Row(movieId=65037, rating=4.62880802154541), Row(movieId=54328, rating=4.6186203956604), Row(movieId=1411, rating=4.595957279205322), Row(movieId=2330, rating=4.521301746368408)]"
145,"[Row(movieId=3015, rating=7.045340538024902), Row(movieId=89904, rating=6.384521484375), Row(movieId=6450, rating=6.327282428741455), Row(movieId=1194, rating=6.279356002807617), Row(movieId=4357, rating=6.1592698097229), Row(movieId=85179, rating=6.112827301025391), Row(movieId=7451, rating=6.025805950164795), Row(movieId=3612, rating=6.017918586730957), Row(movieId=9010, rating=5.997283458709717), Row(movieId=65188, rating=5.922216892242432)]"
146,"[Row(movieId=83411, rating=5.486957550048828), Row(movieId=83359, rating=5.486957550048828), Row(movieId=83318, rating=5.486957550048828), Row(movieId=67504, rating=5.486957550048828), Row(movieId=72647, rating=4.93826150894165), Row(movieId=31547, rating=4.93826150894165), Row(movieId=26400, rating=4.93826150894165), Row(movieId=25764, rating=4.93826150894165), Row(movieId=8797, rating=4.93826150894165), Row(movieId=8609, rating=4.93826150894165)]"
147,"[Row(movieId=83411, rating=5.8595662117004395), Row(movieId=83359, rating=5.8595662117004395), Row(movieId=83318, rating=5.8595662117004395), Row(movieId=67504, rating=5.8595662117004395), Row(movieId=3216, rating=5.59260368347168), Row(movieId=132333, rating=5.3512091636657715), Row(movieId=5490, rating=5.3512091636657715), Row(movieId=97957, rating=5.324362754821777), Row(movieId=72647, rating=5.273609638214111), Row(movieId=31547, rating=5.273609638214111)]"
148,"[Row(movieId=83411, rating=6.049965858459473), Row(movieId=83359, rating=6.049965858459473), Row(movieId=83318, rating=6.049965858459473), Row(movieId=67504, rating=6.049965858459473), Row(movieId=72647, rating=5.444969177246094), Row(movieId=31547, rating=5.444969177246094), Row(movieId=26400, rating=5.444969177246094), Row(movieId=25764, rating=5.444969177246094), Row(movieId=8797, rating=5.444969177246094), Row(movieId=8609, rating=5.444969177246094)]"
149,"[Row(movieId=3216, rating=5.0119829177856445), Row(movieId=90061, rating=4.875974178314209), Row(movieId=4755, rating=4.875974178314209), Row(movieId=6063, rating=4.7928786277771), Row(movieId=97957, rating=4.767381191253662), Row(movieId=89904, rating=4.595447063446045), Row(movieId=42418, rating=4.5594563484191895), Row(movieId=8530, rating=4.532191276550293), Row(movieId=111921, rating=4.453797817230225), Row(movieId=26974, rating=4.402005195617676)]"
150,"[Row(movieId=3216, rating=4.526060104370117), Row(movieId=97957, rating=4.308990001678467), Row(movieId=83411, rating=4.273478031158447), Row(movieId=83359, rating=4.273478031158447), Row(movieId=83318, rating=4.273478031158447), Row(movieId=67504, rating=4.273478031158447), Row(movieId=100556, rating=4.266633033752441), Row(movieId=8535, rating=4.235096454620361), Row(movieId=2330, rating=4.22915506362915), Row(movieId=85179, rating=4.22875452041626)]"
151,"[Row(movieId=83411, rating=6.067466735839844), Row(movieId=83359, rating=6.067466735839844), Row(movieId=83318, rating=6.067466735839844), Row(movieId=67504, rating=6.067466735839844), Row(movieId=3216, rating=5.774234294891357), Row(movieId=97957, rating=5.499053001403809), Row(movieId=72647, rating=5.460719585418701), Row(movieId=31547, rating=5.460719585418701), Row(movieId=26400, rating=5.460719585418701), Row(movieId=25764, rating=5.460719585418701)]"
152,"[Row(movieId=83411, rating=4.7130537033081055), Row(movieId=83359, rating=4.7130537033081055), Row(movieId=83318, rating=4.7130537033081055), Row(movieId=67504, rating=4.7130537033081055), Row(movieId=65037, rating=4.559990882873535), Row(movieId=132333, rating=4.555689334869385), Row(movieId=5490, rating=4.555689334869385), Row(movieId=6375, rating=4.460150718688965), Row(movieId=31435, rating=4.430270195007324), Row(movieId=2563, rating=4.400123119354248)]"
153,"[Row(movieId=83411, rating=6.479886531829834), Row(movieId=83359, rating=6.479886531829834), Row(movieId=83318, rating=6.479886531829834), Row(movieId=67504, rating=6.479886531829834), Row(movieId=3216, rating=6.020900726318359), Row(movieId=72647, rating=5.831897735595703), Row(movieId=31547, rating=5.831897735595703), Row(movieId=26400, rating=5.831897735595703), Row(movieId=25764, rating=5.831897735595703), Row(movieId=8797, rating=5.831897735595703)]"
154,"[Row(movieId=83411, rating=6.792692184448242), Row(movieId=83359, rating=6.792692184448242), Row(movieId=83318, rating=6.792692184448242), Row(movieId=67504, rating=6.792692184448242), Row(movieId=3216, rating=6.213386058807373), Row(movieId=132333, rating=6.125316619873047), Row(movieId=5490, rating=6.125316619873047), Row(movieId=72647, rating=6.1134233474731445), Row(movieId=31547, rating=6.1134233474731445), Row(movieId=26400, rating=6.1134233474731445)]"
155,"[Row(movieId=83411, rating=5.62681245803833), Row(movieId=83359, rating=5.62681245803833), Row(movieId=83318, rating=5.62681245803833), Row(movieId=67504, rating=5.62681245803833), Row(movieId=72647, rating=5.064131736755371), Row(movieId=31547, rating=5.064131736755371), Row(movieId=26400, rating=5.064131736755371), Row(movieId=25764, rating=5.064131736755371), Row(movieId=8797, rating=5.064131736755371), Row(movieId=8609, rating=5.064131736755371)]"
156,"[Row(movieId=83411, rating=6.360076427459717), Row(movieId=83359, rating=6.360076427459717), Row(movieId=83318, rating=6.360076427459717), Row(movieId=67504, rating=6.360076427459717), Row(movieId=670, rating=6.146642684936523), Row(movieId=3216, rating=6.084349632263184), Row(movieId=89904, rating=5.934623718261719), Row(movieId=1824, rating=5.89967679977417), Row(movieId=1361, rating=5.877932071685791), Row(movieId=8530, rating=5.856935977935791)]"
157,"[Row(movieId=83411, rating=5.093362808227539), Row(movieId=83359, rating=5.093362808227539), Row(movieId=83318, rating=5.093362808227539), Row(movieId=67504, rating=5.093362808227539), Row(movieId=3216, rating=4.902278900146484), Row(movieId=97957, rating=4.665271759033203), Row(movieId=72647, rating=4.58402681350708), Row(movieId=31547, rating=4.58402681350708), Row(movieId=26400, rating=4.58402681350708), Row(movieId=25764, rating=4.58402681350708)]"
158,"[Row(movieId=3216, rating=5.251741886138916), Row(movieId=97957, rating=5.047547817230225), Row(movieId=8197, rating=4.624098300933838), Row(movieId=3067, rating=4.619956016540527), Row(movieId=83411, rating=4.517337799072266), Row(movieId=83359, rating=4.517337799072266), Row(movieId=83318, rating=4.517337799072266), Row(movieId=67504, rating=4.517337799072266), Row(movieId=31952, rating=4.496172904968262), Row(movieId=3676, rating=4.482751369476318)]"
159,"[Row(movieId=83411, rating=5.315496921539307), Row(movieId=83359, rating=5.315496921539307), Row(movieId=83318, rating=5.315496921539307), Row(movieId=67504, rating=5.315496921539307), Row(movieId=72647, rating=4.783946514129639), Row(movieId=31547, rating=4.783946514129639), Row(movieId=26400, rating=4.783946514129639), Row(movieId=25764, rating=4.783946514129639), Row(movieId=8797, rating=4.783946514129639), Row(movieId=8609, rating=4.783946514129639)]"
160,"[Row(movieId=83411, rating=5.564800262451172), Row(movieId=83359, rating=5.564800262451172), Row(movieId=83318, rating=5.564800262451172), Row(movieId=67504, rating=5.564800262451172), Row(movieId=72647, rating=5.008319854736328), Row(movieId=31547, rating=5.008319854736328), Row(movieId=26400, rating=5.008319854736328), Row(movieId=25764, rating=5.008319854736328), Row(movieId=8797, rating=5.008319854736328), Row(movieId=8609, rating=5.008319854736328)]"
161,"[Row(movieId=83411, rating=5.215238094329834), Row(movieId=83359, rating=5.215238094329834), Row(movieId=83318, rating=5.215238094329834), Row(movieId=67504, rating=5.215238094329834), Row(movieId=8535, rating=5.009660720825195), Row(movieId=26472, rating=4.818199157714844), Row(movieId=4357, rating=4.790661334991455), Row(movieId=2330, rating=4.777684688568115), Row(movieId=65037, rating=4.745147705078125), Row(movieId=54328, rating=4.734650611877441)]"
162,"[Row(movieId=83411, rating=5.472066402435303), Row(movieId=83359, rating=5.472066402435303), Row(movieId=83318, rating=5.472066402435303), Row(movieId=67504, rating=5.472066402435303), Row(movieId=26084, rating=5.063775539398193), Row(movieId=72647, rating=4.924859523773193), Row(movieId=31547, rating=4.924859523773193), Row(movieId=26400, rating=4.924859523773193), Row(movieId=25764, rating=4.924859523773193), Row(movieId=8797, rating=4.924859523773193)]"
163,"[Row(movieId=83411, rating=5.8733320236206055), Row(movieId=83359, rating=5.8733320236206055), Row(movieId=83318, rating=5.8733320236206055), Row(movieId=67504, rating=5.8733320236206055), Row(movieId=72647, rating=5.285998821258545), Row(movieId=31547, rating=5.285998821258545), Row(movieId=26400, rating=5.285998821258545), Row(movieId=25764, rating=5.285998821258545), Row(movieId=8797, rating=5.285998821258545), Row(movieId=8609, rating=5.285998821258545)]"
164,"[Row(movieId=83411, rating=5.549651145935059), Row(movieId=83359, rating=5.549651145935059), Row(movieId=83318, rating=5.549651145935059), Row(movieId=67504, rating=5.549651145935059), Row(movieId=72647, rating=4.994686126708984), Row(movieId=31547, rating=4.994686126708984), Row(movieId=26400, rating=4.994686126708984), Row(movieId=25764, rating=4.994686126708984), Row(movieId=8797, rating=4.994686126708984), Row(movieId=8609, rating=4.994686126708984)]"
165,"[Row(movieId=5765, rating=4.919302463531494), Row(movieId=4630, rating=4.919302463531494), Row(movieId=3437, rating=4.919302463531494), Row(movieId=9010, rating=4.848961353302002), Row(movieId=2285, rating=4.569005489349365), Row(movieId=83411, rating=4.51802921295166), Row(movieId=83359, rating=4.51802921295166), Row(movieId=83318, rating=4.51802921295166), Row(movieId=67504, rating=4.51802921295166), Row(movieId=3015, rating=4.493005275726318)]"
166,"[Row(movieId=83411, rating=5.210087299346924), Row(movieId=83359, rating=5.210087299346924), Row(movieId=83318, rating=5.210087299346924), Row(movieId=67504, rating=5.210087299346924), Row(movieId=8530, rating=5.077515125274658), Row(movieId=670, rating=5.022316932678223), Row(movieId=79824, rating=4.935826778411865), Row(movieId=65037, rating=4.912810325622559), Row(movieId=8580, rating=4.908899784088135), Row(movieId=76173, rating=4.878489971160889)]"
167,"[Row(movieId=83411, rating=5.910888195037842), Row(movieId=83359, rating=5.910888195037842), Row(movieId=83318, rating=5.910888195037842), Row(movieId=67504, rating=5.910888195037842), Row(movieId=3216, rating=5.455578327178955), Row(movieId=106920, rating=5.4273152351379395), Row(movieId=72647, rating=5.319799423217773), Row(movieId=31547, rating=5.319799423217773), Row(movieId=26400, rating=5.319799423217773), Row(movieId=25764, rating=5.319799423217773)]"
168,"[Row(movieId=83411, rating=5.565572261810303), Row(movieId=83359, rating=5.565572261810303), Row(movieId=83318, rating=5.565572261810303), Row(movieId=67504, rating=5.565572261810303), Row(movieId=72647, rating=5.009015083312988), Row(movieId=31547, rating=5.009015083312988), Row(movieId=26400, rating=5.009015083312988), Row(movieId=25764, rating=5.009015083312988), Row(movieId=8797, rating=5.009015083312988), Row(movieId=8609, rating=5.009015083312988)]"
169,"[Row(movieId=65037, rating=5.553938388824463), Row(movieId=76173, rating=5.426377773284912), Row(movieId=31435, rating=5.412501335144043), Row(movieId=8530, rating=5.378064155578613), Row(movieId=83411, rating=5.2167439460754395), Row(movieId=83359, rating=5.2167439460754395), Row(movieId=83318, rating=5.2167439460754395), Row(movieId=67504, rating=5.2167439460754395), Row(movieId=106471, rating=5.173966884613037), Row(movieId=85179, rating=5.152013301849365)]"
170,"[Row(movieId=26472, rating=3.8975443840026855), Row(movieId=2973, rating=3.7183454036712646), Row(movieId=178, rating=3.5970962047576904), Row(movieId=6413, rating=3.5662968158721924), Row(movieId=83411, rating=3.5557730197906494), Row(movieId=83359, rating=3.5557730197906494), Row(movieId=83318, rating=3.5557730197906494), Row(movieId=67504, rating=3.5557730197906494), Row(movieId=1273, rating=3.5365002155303955), Row(movieId=2583, rating=3.5290722846984863)]"
171,"[Row(movieId=83411, rating=6.371279716491699), Row(movieId=83359, rating=6.371279716491699), Row(movieId=83318, rating=6.371279716491699), Row(movieId=67504, rating=6.371279716491699), Row(movieId=72647, rating=5.734152317047119), Row(movieId=31547, rating=5.734152317047119), Row(movieId=26400, rating=5.734152317047119), Row(movieId=25764, rating=5.734152317047119), Row(movieId=8797, rating=5.734152317047119), Row(movieId=8609, rating=5.734152317047119)]"
172,"[Row(movieId=83411, rating=5.481322288513184), Row(movieId=83359, rating=5.481322288513184), Row(movieId=83318, rating=5.481322288513184), Row(movieId=67504, rating=5.481322288513184), Row(movieId=72647, rating=4.933189868927002), Row(movieId=31547, rating=4.933189868927002), Row(movieId=26400, rating=4.933189868927002), Row(movieId=25764, rating=4.933189868927002), Row(movieId=8797, rating=4.933189868927002), Row(movieId=8609, rating=4.933189868927002)]"
173,"[Row(movieId=83411, rating=5.840250015258789), Row(movieId=83359, rating=5.840250015258789), Row(movieId=83318, rating=5.840250015258789), Row(movieId=67504, rating=5.840250015258789), Row(movieId=65037, rating=5.475934028625488), Row(movieId=8530, rating=5.3937883377075195), Row(movieId=54328, rating=5.3155622482299805), Row(movieId=31435, rating=5.312592506408691), Row(movieId=3216, rating=5.279175281524658), Row(movieId=2938, rating=5.269107818603516)]"
